,link,title,authors,metrics,received,accepted,published_online,under_review,pub_year,pub_month
767,https://doi.org/10.1287/mnsc.2023.4888,"Value Uncertainty
","Turan G. Bali, Luca Del Viva , Menatalla El Hefnawy, Lenos Trigeorgis 
","Downloaded 360 times in the past 12 months
Cited 0 times",2021-01-12,2022-11-20,2023-09-14,677,2023,9
768,https://doi.org/10.1287/mnsc.2023.02424,"Small and Medium Enterprises Amidst the Pandemic and Reopening: Digital Edge and Transformation
","Lin William Cong , Xiaohan Yang , Xiaobo Zhang
","Downloaded 1,379 times in the past 12 months
Cited 36 times",2022-07-12,2023-11-28,2024-03-12,504,2024,3
769,https://doi.org/10.1287/mnsc.2023.02537,"Motivated Belief Updating and Rationalization of Information
","Christoph Drobner, Sebastian J. Goerg 
","Downloaded 845 times in the past 12 months
Cited 18 times",2023-08-13,2024-01-03,2024-03-12,143,2024,3
770,https://doi.org/10.1287/mnsc.2023.03143,"Carbon Emissions Trading and Environmental Protection: International Evidence
","Jennie Bai , Hong Ru 
","Downloaded 2,366 times in the past 12 months
Cited 68 times",2022-10-11,2023-12-05,2024-03-13,420,2024,3
771,https://doi.org/10.1287/mnsc.2022.02131,"Holding Foreign Insiders Accountable
","Robert Jackson, Jr., Bradford Lynch-Levy, Daniel Taylor 
","Downloaded 311 times in the past 12 months
Cited 5 times",2022-07-15,2023-06-15,2024-03-18,335,2024,3
772,https://doi.org/10.1287/mnsc.2021.02906,"Moral Support and Performance
","Fabrizio Colella , Patricio S. Dalton , Giovanni Giusti 
","Downloaded 253 times in the past 12 months
Cited 3 times",2021-08-31,2023-05-09,2023-09-14,616,2023,9
773,https://doi.org/10.1287/mnsc.2023.4892,"Generalized Stochastic Arbitrage Opportunities
","Stelios Arvanitis , Thierry Post 
","Downloaded 245 times in the past 12 months
Cited 7 times",2022-08-08,2023-03-21,2023-09-15,225,2023,9
774,https://doi.org/10.1287/mnsc.2023.4907,"Whether to Apply
","Katherine B. Coffman , Manuela R. Collis , Leena Kulkarni 
","Downloaded 977 times in the past 12 months
Cited 22 times",2022-03-15,2023-02-04,2023-09-15,326,2023,9
775,https://doi.org/10.1287/mnsc.2021.03106,"Debt Contracting When Borrowers Face Transitory Uncertainty: Evidence from U.S. Gubernatorial Elections
","Kirak Kim , Trang Nguyen
","Downloaded 277 times in the past 12 months
Cited 5 times",2020-09-14,2023-05-14,2023-09-15,972,2023,9
776,https://doi.org/10.1287/mnsc.2023.4908,"Pick-an-Object Mechanisms
","Inácio Bó , Rustamdjan Hakimov 
","Downloaded 238 times in the past 12 months
Cited 7 times",2022-07-17,2023-02-04,2023-09-19,202,2023,9
777,https://doi.org/10.1287/mnsc.2022.02212,"Implicit Incentives and Delegation in Teams
","Harvey Upton 
","Downloaded 433 times in the past 12 months
Cited 4 times",2022-07-28,2023-07-29,2023-09-19,366,2023,9
778,https://doi.org/10.1287/mnsc.2023.4916,"Who Profits from Trading Options?
","Jianfeng Hu , Antonia Kirilova , Seongkyu (Gilbert) Park , Doojin Ryu 
","Downloaded 679 times in the past 12 months
Cited 18 times",2021-06-16,2022-11-05,2023-09-19,507,2023,9
779,https://doi.org/10.1287/mnsc.2023.4915,"Disclosure Similarity and Future Stock Return Comovement
","Travis A. Dyer , Darren T. Roulstone , Andrew Van Buskirk
","Downloaded 839 times in the past 12 months
Cited 12 times",2021-06-24,2022-10-22,2023-09-19,485,2023,9
780,https://doi.org/10.1287/mnsc.2023.4927,"Text-Based Measure of Supply Chain Risk Exposure
","Di (Andrew) Wu 
","Downloaded 4,278 times in the past 12 months
Cited 63 times",2022-07-10,2023-02-10,2023-09-19,215,2023,9
781,https://doi.org/10.1287/mnsc.2023.4912,"Mutual Fund Fragility, Dealer Liquidity Provision, and the Pricing of Municipal Bonds
","Yi Li , Maureen O’Hara , Xing (Alex) Zhou 
","Downloaded 594 times in the past 12 months
Cited 20 times",2022-02-16,2023-02-21,2023-09-21,370,2023,9
782,https://doi.org/10.1287/mnsc.2023.4924,"Go West Young Firm: The Impact of Startup Migration on the Performance of Migrants
","Jorge Guzman 
","Downloaded 767 times in the past 12 months
Cited 12 times",2020-11-16,2023-01-26,2023-09-21,801,2023,9
783,https://doi.org/10.1287/mnsc.2023.4922,"Market Reaction to CEOs’ Dynamic Hemifacial Asymmetry of Expressions
","Rajiv D. Banker, Hui Ding, Rong Huang , Xiaorong Li
","Downloaded 1,205 times in the past 12 months
Cited 8 times",2021-03-28,2023-01-30,2023-09-22,673,2023,9
784,https://doi.org/10.1287/mnsc.2023.4925,"Privacy-Preserving Personalized Revenue Management
","Yanzhe (Murray) Lei , Sentao Miao, Ruslan Momot 
","Downloaded 1,106 times in the past 12 months
Cited 14 times",2021-04-05,2023-03-04,2023-09-22,698,2023,9
785,https://doi.org/10.1287/mnsc.2023.4933,"Hospital-Wide Inpatient Flow Optimization
","Dimitris Bertsimas , Jean Pauphilet 
","Downloaded 897 times in the past 12 months
Cited 8 times",2020-06-11,2023-04-09,2023-09-25,1032,2023,9
786,https://doi.org/10.1287/mnsc.2023.4942,"How Does Risk Hedging Impact Operations? Insights from a Price-Setting Newsvendor Model
","Liao Wang , Jin Yao , Xiaowei Zhang 
","Downloaded 619 times in the past 12 months
Cited 4 times",2022-01-18,2023-04-17,2023-09-25,454,2023,9
787,https://doi.org/10.1287/mnsc.2023.4911,"Networking Behind the Scenes: Institutional Cross-Industry Holdings and Corporate Loan Markets
","Jie (Jack) He , Lantian Liang , Hui (Grace) Wang , Han Xia 
","Downloaded 537 times in the past 12 months
Cited 11 times",2021-10-08,2023-03-06,2023-09-26,514,2023,9
788,https://doi.org/10.1287/mnsc.2023.4883,"Emotional Engagement and Trading Performance
","Peter Bossaerts , Felix Fattinger , Kristian Rotaru , Kaitong Xu
","Downloaded 2,392 times in the past 12 months
Cited 9 times",2020-09-08,2022-12-28,2023-10-11,841,2023,10
789,https://doi.org/10.1287/mnsc.2023.4841,"A Direct Utility Model for Access Costs and Economies of Scope
","Dong Soo Kim , Sanghak Lee , Taegyu Hur , Jaehwan Kim , Greg M. Allenby 
","Downloaded 318 times in the past 12 months
Cited 1 times",2021-06-30,2023-01-02,2023-06-12,551,2023,6
790,https://doi.org/10.1287/mnsc.2023.4865,"Evaluating the Efficacy of Connected Healthcare: An Empirical Examination of Patient Engagement Approaches and Their Impact on Readmission
","Suparerk Lekwijit , Christian Terwiesch, David A. Asch, Kevin G. Volpp
","Downloaded 737 times in the past 12 months
Cited 9 times",2020-07-07,2022-12-27,2023-07-18,903,2023,7
791,https://doi.org/10.1287/mnsc.2023.4860,"Voluntary Disclosure, Moral Hazard, and Default Risk
","Shiming Fu, Giulio Trigilia 
","Downloaded 496 times in the past 12 months
Cited 3 times",2022-04-25,2022-10-21,2023-08-30,179,2023,8
792,https://doi.org/10.1287/mnsc.2023.4857,"Dynamic Market Timing in Mutual Funds
","Jeffrey A. Busse , Jing Ding, Lei Jiang , Ke Wu 
","Downloaded 391 times in the past 12 months
Cited 9 times",2021-08-18,2023-01-10,2023-08-14,510,2023,8
793,https://doi.org/10.1287/mnsc.2023.4863,"Intertemporal Correlation Aversion—A Model-Free Measurement
","Kirsten I. M. Rohde , Xiao Yu 
","Downloaded 263 times in the past 12 months
Cited 4 timesDownloaded 263 times in the past 12 months
Cited 4 times",2020-12-23,2022-11-15,2023-08-29,692,2023,8
794,https://doi.org/10.1287/mnsc.2023.4861,"Does Decision Making for Others Close the Gender Gap in Competition?
","John Ifcher , Homa Zarghamee 
","Downloaded 296 times in the past 12 months
Cited 3 times",2022-02-07,2022-11-07,2023-07-26,273,2023,7
795,https://doi.org/10.1287/mnsc.2023.4864,"Measuring Deterrence Motives in Dynamic Oligopoly Games
","Limin Fang , Nathan Yang 
","Downloaded 365 times in the past 12 months
Cited 12 times",2019-10-31,2022-12-20,2023-07-31,1146,2023,7
796,https://doi.org/10.1287/mnsc.2023.4872,"Cross-Sectional Variation of Option-Implied Volatility Skew
","Liuren Wu , Meng Tian
","Downloaded 263 times in the past 12 months
Cited 3 times",2022-02-09,2023-01-16,2023-07-20,341,2023,7
797,https://doi.org/10.1287/mnsc.2023.4867,"The Cost of Clearing Fragmentation
","Evangelos Benos , Wenqian Huang , Albert Menkveld, Michalis Vasios
","Downloaded 199 times in the past 12 months
Cited 5 times",2021-07-22,2022-10-12,2023-07-28,447,2023,7
798,https://doi.org/10.1287/mnsc.2023.4871,"The Cost of Exposing Large Institutional Orders to Electronic Liquidity Providers
","Robert Battalio, Brian Hatch, Mehmet Sağlam 
","Downloaded 286 times in the past 12 months
Cited 3 times",2022-01-16,2023-01-04,2023-07-25,353,2023,7
799,https://doi.org/10.1287/mnsc.2023.4868,"Can Technology Startups Hire Talented Early Employees? Ability, Preferences, and Employee First Job Choice
","Michael Roach , Henry Sauermann 
","Downloaded 1,327 times in the past 12 months
Cited 26 times",2020-08-10,2022-12-12,2023-08-08,854,2023,8
800,https://doi.org/10.1287/mnsc.2023.4873,"Inventory as a Financial Instrument: Evidence from China’s Metal Industries
","Vernon Hsu , Jing Wu 
","Downloaded 638 times in the past 12 months
Cited 4 times",2019-09-25,2023-01-02,2023-08-08,1195,2023,8
801,https://doi.org/10.1287/mnsc.2023.4880,"Automotive Procurement Under Opaque Prices: Theory with Evidence from the BMW Supply Chain
","Danko Turcic , Panos Markou , Panos Kouvelis , Daniel Corsten 
","Downloaded 752 times in the past 12 months
Cited 3 times",2021-01-03,2023-02-26,2023-07-27,784,2023,7
802,https://doi.org/10.1287/mnsc.2023.4877,"On the Other Side of Hedge Fund Equity Trades
","Xinyu Cui , Olga Kolokolova , Jiaguo (George) Wang 
","Downloaded 331 times in the past 12 months
Cited 10 times",2021-07-22,2023-02-01,2023-07-31,559,2023,7
803,https://doi.org/10.1287/mnsc.2023.4874,"Fast Then Slow: Choice Revisions Drive a Decline in the Attraction Effect
","Paolo Crosetto , Alexia Gaudeul 
","Downloaded 273 times in the past 12 months
Cited 9 times",2019-12-10,2023-01-30,2023-08-16,1147,2023,8
804,https://doi.org/10.1287/mnsc.2023.4878,"A Two-Step Synthetic Control Approach for Estimating Causal Effects of Marketing Events
","Kathleen T. Li , Venkatesh Shankar 
","Downloaded 723 times in the past 12 months
Cited 4 times",2020-05-28,2023-02-19,2023-08-02,997,2023,8
805,https://doi.org/10.1287/mnsc.2023.4876,"Dynamic Project Expediting: A Stochastic Shortest-Path Approach
","Luca Bertazzi , Riccardo Mogre , Nikolaos Trichakis 
","Downloaded 354 times in the past 12 months
Cited 2 times",2021-08-13,2023-01-29,2023-08-03,534,2023,8
806,https://doi.org/10.1287/mnsc.2023.4875,"Searching for the Best Yardstick: Cost of Quality Improvements in the U.S. Hospital Industry
","Jong Myeong Lim , Ken Moon , Sergei Savin 
","Downloaded 495 times in the past 12 months
Cited 3 times",2021-07-21,2023-01-13,2023-07-27,541,2023,7
807,https://doi.org/10.1287/mnsc.2023.4858,"Courier Dispatch in On-Demand Delivery
","Mingliu Chen , Ming Hu 
","Downloaded 1,762 times in the past 12 months
Cited 30 times",2021-01-09,2022-10-05,2023-07-21,634,2023,7
808,https://doi.org/10.1287/mnsc.2023.4870,"Counterparty Risk and Counterparty Choice in the Credit Default Swap Market
","Wenxin Du , Salil Gadgil , Michael B. Gordy , Clara Vega 
","Downloaded 284 times in the past 12 months
Cited 7 times",2022-06-10,2022-09-04,2023-08-02,86,2023,8
809,https://doi.org/10.1287/mnsc.2022.01664,"Lightning Network Economics: Channels
","Paolo Guasoni , Gur Huberman , Clara Shikhelman 
","Downloaded 1,010 times in the past 12 months
Cited 6 times",2022-06-06,2023-06-02,2023-11-06,361,2023,11
810,"https://doi.org/10.1287/mnsc.2023.4881
Abstract","Targeting for Long-Term Outcomes
","Jeremy Yang , Dean Eckles , Paramveer Dhillon , Sinan Aral 
","Downloaded 1,000 times in the past 12 months
Cited 17 times",2020-10-07,2022-02-27,2023-08-03,508,2023,8
811,https://doi.org/10.1287/mnsc.2022.00580,Intergenerational Transmission of Organizational Misconduct: Evidence from the Chicago Police Department,"Justin Frake , Derek Harmon 
","Downloaded 539 times in the past 12 months
Cited 8 times",2022-02-23,2023-04-20,2023-07-26,421,2023,7
812,https://doi.org/10.1287/mnsc.2023.4862,"The Diversity Heuristic: How Team Demographic Composition Influences Judgments of Team Creativity
","Devon Proudfoot , Zachariah Berry, Edward H. Chang , Min B. Kay 
","Downloaded 866 times in the past 12 months
Cited 13 times",2021-11-10,2022-12-07,2023-07-21,392,2023,7
813,https://doi.org/10.1287/mnsc.2023.4879,"Genes and Sales
","Shiyang Gong , Qian Li , Song Su , Juanjuan Zhang 
","Downloaded 2,258 times in the past 12 months
Cited 7 times",2021-11-28,2023-02-26,2023-08-17,455,2023,8
814,https://doi.org/10.1287/mnsc.2021.02754,"Information Spillovers in Experience Goods Competition
","Zhuoqiong Chen , Christopher Stanton , Catherine Thomas 
","Downloaded 552 times in the past 12 months
Cited 4 times",2021-08-19,2023-06-04,2023-08-11,654,2023,8
815,https://doi.org/10.1287/mnsc.2020.02108,"Optimal Learning for Structured Bandits
","Bart Van Parys , Negin Golrezaei 
","Downloaded 360 times in the past 12 months
Cited 0 times",2020-07-14,2023-05-23,2023-08-16,1043,2023,8
816,https://doi.org/10.1287/mnsc.2022.00930,"Fair Allocation of Vaccines, Ventilators and Antiviral Treatments: Leaving No Ethical Value Behind in Healthcare Rationing
","Parag A. Pathak , Tayfun Sönmez , M. Utku Ünver , M. Bumin Yenmez
","Downloaded 1,563 times in the past 12 months
Cited 14 times",2022-03-25,2023-06-24,2023-09-20,456,2023,9
817,https://doi.org/10.1287/mnsc.2022.02894,"Network Externalities and Market Dominance
","Robert Akerlof, Richard Holden , Luis Rayo
","Downloaded 590 times in the past 12 months
Cited 13 times",2022-09-16,2023-07-04,2023-08-09,291,2023,8
818,https://doi.org/10.1287/mnsc.2022.03712,"High Discounts and Low Fundamental Surplus: An Equivalence Result for Unemployment Fluctuations
","Indrajit Mitra , Taeuk Seo , Yu Xu 
","Downloaded 137 times in the past 12 months
Cited 1 times",2022-11-30,2023-07-08,2023-08-04,220,2023,8
819,https://doi.org/10.1287/mnsc.2021.02741,"Correlated Cluster-Based Randomized Experiments: Robust Variance Minimization
","Ozan Candogan , Chen Chen , Rad Niazadeh 
","Downloaded 360 times in the past 12 months
Cited 5 times",2021-08-17,2023-06-19,2023-08-07,671,2023,8
820,https://doi.org/10.1287/mnsc.2021.00322,"Operational Risk Management: Optimal Inspection Policy
","Youngsoo Kim , Yuqian Xu 
","Downloaded 816 times in the past 12 months
Cited 6 times",2019-12-14,2023-07-02,2023-09-13,1296,2023,9
821,https://doi.org/10.1287/mnsc.2021.01335,"Transient Customer Response to Data Breaches of Their Information
","Sumit Agarwal , Pulak Ghosh , Tianyue Ruan , Yunqi Zhang 
","Downloaded 849 times in the past 12 months
Cited 9 times",2021-04-20,2023-07-03,2024-01-31,804,2024,1
822,https://doi.org/10.1287/mnsc.2022.02276,"Discrimination and Economic Expectations
","William Bazley , Yosef Bonaparte , George Korniotis , Alok Kumar 
","Downloaded 244 times in the past 12 months
Cited 1 times",2022-07-26,2023-09-05,2023-11-01,406,2023,11
823,https://doi.org/10.1287/mnsc.2021.04173,"Bounds and Heuristics for Multiproduct Pricing
","Guillermo Gallego , Gerardo Berbeglia
","Downloaded 387 times in the past 12 months
Cited 0 times",2021-12-20,2023-08-26,2023-12-15,614,2023,12
824,https://doi.org/10.1287/mnsc.2023.00724,"Market Consequences of Sovereign Accounting Errors
","Marion Boisseau-Sierra , Jenny Chu , Shiva Rajgopal 
","Downloaded 217 times in the past 12 months
Cited 0 times",2023-03-06,2023-11-12,2024-01-12,251,2024,1
825,https://doi.org/10.1287/mnsc.2023.02426,“Zero Cost” Majority Attacks on Permissionless Proof of Work Blockchains,"Joshua S. Gans , Hanna Halaburda 
","Downloaded 382 times in the past 12 months
Cited 4 times",2023-08-03,2023-11-13,2024-01-23,102,2024,1
829,https://doi.org/10.1287/mnsc.2023.4830,Common Institutional Ownership and Product Market Threats,"Omesh Kini , Sangho Lee , Mo Shen ","Downloaded 1,303 times in the past 12 months
Cited 38 times",2022-04-18,2023-02-21,2023-06-22,309,2023,6
830,https://doi.org/10.1287/mnsc.2023.4846,The Governance of Nonprofits and Their Social Impact: Evidence from a Randomized Program in Healthcare in the Democratic Republic of Congo,"Anicet A. Fangwa, Caroline Flammer , Marieke Huysentruyt , Bertrand V. Quélin ","Downloaded 674 times in the past 12 months
Cited 5 times",2020-02-03,2023-01-27,2023-07-14,1089,2023,7
831,https://doi.org/10.1287/mnsc.2023.4829,Little’s Law and Educational Inequality: A Comparative Case Study of Teacher Workaround Productivity,"Samantha M. Keppler 
","Downloaded 374 times in the past 12 months
Cited 5 times",2022-02-04,2023-02-13,2023-06-12,374,2023,6
832,https://doi.org/10.1287/mnsc.2023.4831,Offsetable Derivatives and Investor Risk Assessment,"Jed J. Neilson , K. Philip Wang , Christopher D. Williams , Biqin Xie ","Downloaded 207 times in the past 12 months
Cited 0 times",2022-02-21,2023-01-20,2023-06-21,333,2023,6
833,https://doi.org/10.1287/mnsc.2021.01215,Dynamic Matching: Characterizing and Achieving Constant Regret,"Süleyman Kerimov , Itai Ashlagi , Itai Gurvich ","Downloaded 653 times in the past 12 months
Cited 20 times",2021-04-11,2023-04-29,2023-06-07,748,2023,6
834,https://doi.org/10.1287/mnsc.2023.4835,Shipment Consolidation with Multiple Shipping Methods Under Nonlinear Cost Structures,"Zhou Xu , Feng Li , Zhi-Long Chen","Downloaded 918 times in the past 12 months
Cited 5 times",2020-08-02,2022-11-20,2023-06-12,840,2023,6
835,https://doi.org/10.1287/mnsc.2023.4836,Emergency Preparation and Uncertainty Persistence,"Savitar Sundaresan 
","Downloaded 239 times in the past 12 months
Cited 7 times",2021-07-13,2022-11-07,2023-07-07,482,2023,7
837,https://doi.org/10.1287/mnsc.2023.4832,"Covid-19 Vaccines As a Condition of Employment: Impact on Uptake, Staffing, and Mortality in Elderly Care Homes","Sourafel Girma , David Paton","Downloaded 341 times in the past 12 months
Cited 7 times",2022-11-11,2023-03-22,2023-06-27,131,2023,6
838,https://doi.org/10.1287/mnsc.2023.4838,Competitiveness of Entrepreneurs and Salaried Workers,"Loukas Balafoutas , Mongoljin Batsaikhan , Matthias Sutter ",Downloaded 650 times in the past 12 months,2022-06-15,2022-12-11,2023-07-20,179,2023,7
839,https://doi.org/10.1287/mnsc.2023.4834,Planned vs. Actual Attention,"Ala Avoyan , Mauricio Ribeiro, Andrew Schotter , Elizabeth R. Schotter, Mehrdad Vaziri, Minghao Zou","Downloaded 288 times in the past 12 months
Cited 2 times",2021-04-28,2022-11-07,2023-07-20,558,2023,7
840,https://doi.org/10.1287/mnsc.2023.4833,Scheduling with Testing of Heterogeneous Jobs,"Retsef Levi , Thomas Magnanti , Yaron Shaposhnik ","Downloaded 331 times in the past 12 months
Cited 5 times",2020-10-27,2022-10-05,2023-07-25,708,2023,7
841,https://doi.org/10.1287/mnsc.2023.4839,Channel Changes Choice: An Empirical Study About Omnichannel Demand Sensitivity to Fulfillment Lead Time,"Stanley Frederick W. T. Lim , Fei Gao , Tom Fangyun Tan ",Downloaded 831 times in the past 12 months,2021-04-16,2022-11-12,2023-06-12,575,2023,6
842,https://doi.org/10.1287/mnsc.2023.4843,Birds of a Feather: Do Hedge Fund Managers Flock Together?,"Marc Gerritzen, Jens Jackwerth , Alberto Plazzi ","Downloaded 257 times in the past 12 months
Cited 4 times",2022-06-17,2022-12-24,2023-08-01,190,2023,8
843,https://doi.org/10.1287/mnsc.2023.4842,Vicarious Learning Without Knowledge Differentials,"Sanghyun Park , Phanish Puranam ","Downloaded 3,026 times in the past 12 months
Cited 13 times",2021-08-04,2022-12-26,2023-06-21,509,2023,6
844,https://doi.org/10.1287/mnsc.2023.4845,Punish Underperformance with Suspension: Optimal Dynamic Contracts in the Presence of Switching Cost,"Ping Cao , Peng Sun , Feng Tian","Downloaded 381 times in the past 12 months
Cited 3 times",2021-09-02,2023-01-23,2023-06-27,508,2023,6
845,https://doi.org/10.1287/mnsc.2023.4844,Design of Off-Grid Lighting Business Models to Serve the Poor: Field Experiments and Structural Analysis,"Bhavani Shanker Uppari , Serguei Netessine , Ioana Popescu , Rowan P. Clarke","Downloaded 368 times in the past 12 months
Cited 6 times",2020-07-21,2023-01-02,2023-07-18,895,2023,7
846,https://doi.org/10.1287/mnsc.2023.4848,The Use of Credit Ratings in the Delegated Management of Fixed Income Assets,"Ramin P. Baghai , Bo Becker , Stefan Pitschner ","Downloaded 319 times in the past 12 months
Cited 5 times",2021-12-07,2023-01-12,2023-07-14,401,2023,7
847,https://doi.org/10.1287/mnsc.2023.4847,What Causes Privatization? Evidence from Import Competition in China,"Qing Hu , Wenjing Li , Chen Lin , Lai Wei ","Downloaded 680 times in the past 12 months
Cited 13 times",2019-10-23,2023-01-12,2023-06-21,1177,2023,6
848,https://doi.org/10.1287/mnsc.2023.4849,Managing Multirooming: Why Uniform Price Can Be Optimal for a Monopoly Retailer and Can Be Uniformly Lower,"Yuxin Chen , Yue Dai , Zhe Zhang , Kun Zhang ","Downloaded 941 times in the past 12 months
Cited 29 times",2020-09-04,2023-04-17,2023-07-03,955,2023,7
849,https://doi.org/10.1287/mnsc.2023.00207,"AboutSections
Organizing Data Analytics","Ricardo Alonso , Odilon Câmara ","Downloaded 493 times in the past 12 months
Cited 2 times",2023-01-20,2023-04-25,2023-07-18,95,2023,7
850,"https://doi.org/10.1287/mnsc.2023.4850
A","The Impact of Input and Output Farm Subsidies on Farmer Welfare, Income Disparity, and Consumer Surplus","Christopher S. Tang, Yulan Wang , Ming Zhao","Downloaded 4,926 times in the past 12 months
Cited 31 times",2019-06-04,2023-03-20,2023-07-21,1385,2023,7
851,https://doi.org/10.1287/mnsc.2021.00249,Educational Inequality and Reservation Policy in Developing Markets,"Weining Bao , Jian Ni , Shubhranshu Singh ","Downloaded 309 times in the past 12 months
Cited 1 times",2021-01-24,2023-05-10,2023-07-27,836,2023,7
852,https://doi.org/10.1287/mnsc.2022.00852,Only the Ugly Face? A Theoretical Model of Brand Dilution,"Emanuele Bacchiega , Mariachiara Colucci , Vincenzo Denicolò , Marco Magnani","Downloaded 1,420 times in the past 12 months
Cited 3 times",2022-03-18,2023-05-22,2023-07-14,430,2023,7
853,"https://doi.org/10.1287/mnsc.2019.00578
",A Heuristic Approach to Explore: The Value of Perfect Information,"Shervin Shahrokhi Tehrani , Andrew T. Ching ","Downloaded 365 times in the past 12 months
Cited 4 times",2019-03-07,2023-05-21,2023-07-04,1536,2023,7
854,https://doi.org/10.1287/mnsc.2022.03180,To Communicate or Not? Interfirm Communication in Collaborative Projects,"Ruth Beer , Anyan Qi ","Downloaded 618 times in the past 12 months
Cited 15 times",2022-10-12,2023-05-11,2023-07-25,211,2023,7
855,https://doi.org/10.1287/mnsc.2023.4851,Supply Chain Transparency and Blockchain Design,"Yao Cui , Vishal Gaur , Jingchen Liu","Downloaded 11,318 times in the past 12 months
Cited 96 times",2020-06-12,2023-04-13,2023-11-09,1035,2023,11
856,https://doi.org/10.1287/mnsc.2023.4852,Motivating Experts to Contribute to Digital Public Goods: A Personalized Field Experiment on Wikipedia,"Yan Chen , Rosta Farzan , Robert Kraut , Iman YeckehZaare , Ark Fangzhou Zhang ","Downloaded 2,128 times in the past 12 months
Cited 13 times",2020-04-26,2022-07-11,2023-12-04,806,2023,12
857,https://doi.org/10.1287/mnsc.2023.4856,Decision-Making Delegation in Banks,"Jennifer Dlugosz, Yong Kyu Gam, Radhakrishnan Gopalan , Janis Skrastins ","Downloaded 474 times in the past 12 months
Cited 17 times",2022-02-18,2022-09-17,2023-07-26,211,2023,7
858,https://doi.org/10.1287/mnsc.2023.4853,The Impact of Government Interventions on COVID-19 Spread and Consumer Spending,"Nan Zhao , Song Yao , Raphael Thomadsen , Chong Bo Wang ","Downloaded 329 times in the past 12 months
Cited 5 times",2022-03-28,2022-07-13,2023-08-17,107,2023,8
859,https://doi.org/10.1287/mnsc.2023.4855,The Distributional Impact of Fatigue on Performance,"Hessam Bavafa , Jónas Oddur Jónasson ","Downloaded 614 times in the past 12 months
Cited 9 times",2021-10-15,2022-08-01,2023-07-21,290,2023,7
860,"https://doi.org/10.1287/mnsc.2023.4854
",Bank Supervision and Corporate Credit Supply,"Ivan T. Ivanov , James Z. Wang","Downloaded 407 times in the past 12 months
Cited 11 times",2020-11-17,2022-04-12,2023-10-04,511,2023,10
861,https://doi.org/10.1287/mnsc.2023.4859,Optimal Policies for Dynamic Pricing and Inventory Control with Nonparametric Censored Demands,"Boxiao Chen , Yining Wang , Yuan Zhou ","Downloaded 747 times in the past 12 months
Cited 12 times",2021-01-03,2022-10-05,2023-08-31,640,2023,8
862,https://doi.org/10.1287/mnsc.2023.4825,Regulating Gender Diversity: Evidence from California Senate Bill 826,"Abigail Allen , Aida Sijamic Wahid ","Downloaded 857 times in the past 12 months
Cited 26 times",2021-05-06,2023-01-18,2023-06-05,622,2023,6
863,https://doi.org/10.1287/mnsc.2023.4786,Strategic Visual Merchandising of New and Open-Box Products: Evidence from Experiment and Retail Data,"Necati Ertekin , Yuanyuan Ding , Karen Donohue","Downloaded 588 times in the past 12 months
Cited 2 times",2022-06-07,2022-08-08,2023-05-15,62,2023,5
864,https://doi.org/10.1287/mnsc.2023.4790,Uncovering Retail Trading in Bitcoin: The Impact of COVID-19 Stimulus Checks,"Anantha Divakaruni , Peter Zimmerman ","Downloaded 368 times in the past 12 months
Cited 27 times",2022-04-04,2022-11-18,2023-05-11,228,2023,5
866,https://doi.org/10.1287/mnsc.2023.4794,The Value of Observing the Buyers’ Arrival Time in Dynamic Pricing,"José Correa , Dana Pizarro, Gustavo J. Vulcano ","Downloaded 237 times in the past 12 months
Cited 1 times",2021-07-26,2023-04-04,2023-06-01,617,2023,6
867,https://doi.org/10.1287/mnsc.2023.4797,Financialization and Commodity Markets Serial Dependence,"Zhi Da , Ke Tang , Yubo Tao , Liyan Yang ","Downloaded 517 times in the past 12 months
Cited 32 times",2022-01-05,2022-07-18,2023-05-18,194,2023,5
868,https://doi.org/10.1287/mnsc.2023.4796,Default Risk and Option Returns,"Aurelio Vasquez , Xiao Xiao","Downloaded 549 times in the past 12 months
Cited 18 times",2020-11-15,2022-04-27,2023-07-19,528,2023,7
869,https://doi.org/10.1287/mnsc.2023.4795,Creative Destruction? Impact of E-Commerce on the Retail Sector,"Sudheer Chava , Alexander Oettl , Manpreet Singh , Linghang Zeng ","Downloaded 973 times in the past 12 months
Cited 17 times",2021-01-12,2022-07-20,2023-06-27,554,2023,6
870,https://doi.org/10.1287/mnsc.2023.4798,A Mean Field Games Model for Cryptocurrency Mining,"Zongxi Li, A. Max Reppen , Ronnie Sircar","Downloaded 602 times in the past 12 months
Cited 23 times",2020-01-05,2022-09-04,2023-06-01,973,2023,6
871,https://doi.org/10.1287/mnsc.2023.4800,Financial Reform and Public Good Provision: Municipal Bankruptcy Law and the Financing of Hospitals,"Stefano Rossi , Hayong Yun ","Downloaded 285 times in the past 12 months
Cited 5 times",2020-11-23,2022-07-27,2023-05-19,611,2023,5
872,https://doi.org/10.1287/mnsc.2023.4801,Sequential Learning and Economic Benefits from Dynamic Term Structure Models,"Tomasz Dubiel-Teleszynski, Konstantinos Kalogeropoulos , Nikolaos Karouzakis ","Downloaded 221 times in the past 12 months
Cited 0 times",2021-05-12,2022-09-04,2023-07-06,480,2023,7
873,https://doi.org/10.1287/mnsc.2023.4805,Bank Regulatory Capital Arbitrage: Evidence from Housing Overappraisals,"Sergio Mayordomo, Omar Rachedi , María Rodríguez Moreno","Downloaded 172 times in the past 12 months
Cited 3 times",2021-06-12,2022-07-28,2023-05-16,411,2023,5
